col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108
118261914,"Adara","10/28/1993","WhatsApp","Hausa","Christianity","Female","No","Single","Yes","Unemployed","Unemployment",0,0,0,"University (Bachelor degree)",0,"No","Always","Sometimes","Sometimes","Excellent","Infrequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Infrequently","Neither poor nor good","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Slightly","Fairly dissatisfied","An extreme amount","A small amount","Sometimes","A great deal","Not at all","Very satisfied","Very dissatisfied",,"Moderately","Somewhat","Slightly","Neither satisfied nor dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Very satisfied","Fairly dissatisfied","Brother","Yes","No","No","No","Many times","A few times","Never",5,"Ear aids",9,"I already know sign language","Good","Deaf school",,,"[Other] Nothing",,,,,,"Somewhat","Berger, primary school, rehabilitation center","GBV, discrimination and Communicate","No","No","Our AAD leader","Neutral","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261913,"NSL","07/27/1988","Whatsapp chats.","Tiv","Christianity","Female","No","Single","No","Self-employed","Menial job, like cleaning",10,1,1,"Polytechnic",80,"No","Sometimes","Sometimes","Infrequently","Fair","Infrequently","Yes",,,,,,,"[Other] I don't have enough money to buy and cook healthy food.","Never","Infrequently","Neither poor nor good","Very dissatisfied","Neither satisfied nor dissatisfied","Somewhat","Fairly dissatisfied","A moderate amount","A small amount","Sometimes","A moderate amount","Somewhat","Fairly dissatisfied","Very dissatisfied","Slightly","Slightly","Not at all","Slightly","Fairly dissatisfied","Very dissatisfied","Fairly dissatisfied","Very dissatisfied","Fairly dissatisfied","My church elders .","Yes","Yes","No","Yes","Many times","Never","Never",6,,,"I already know sign language","Neither poor nor good","In primary school",,,,,,,,,,,"Communication barrier, discrimination, inequality.","No","No","NGOs","Unsatisfied","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261912,"Nigeria language","10/10/1993","Language","Obibi","Christianity","Male","No","Single","Yes","Unemployed","No",0,7,5,"High school or vocational",0,"No","Always","Always","Always","Very Good","Always","Yes",,"I don't have the time to shop for, and prepare healthy food",,,,,,"Never","Sometimes","Very Good","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Completely","Satisfied","A great deal","A great deal","Never","A small amount","To a great extent","Neither satisfied nor dissatisfied","Satisfied","To a great extent","Very","Not at all","Very","Neither satisfied nor dissatisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Family","No","No","No","No","Never","Never","Never",28,"No",7,"I already know sign language","Good","No","Hearing Aids","Cochlear Implants",,,,,,,"Somewhat","Yes","Yes","Yes","Yes","Ncpwd","Satisfied","Frequently",,,,,,,,,,,,,,,,,,,,,,,,
118261908,"English","05/06/1991","Sign language","Igbo","Christianity","Female","No","Single","Yes","Government employee","Civil servant",25000,2,5,"Institute (2 years)",10000,"No","Always","Always","Always","Very Good","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Sometimes","Sometimes","Good","Very satisfied","Satisfied","Completely","Satisfied","A moderate amount","A great deal","Sometimes","An extreme amount","To a great extent","Very satisfied","Neither satisfied nor dissatisfied","To a great extent","Very","Somewhat","Very","Very satisfied","Neither satisfied nor dissatisfied","Satisfied","Satisfied","Satisfied","Security","Yes","No","No","No","Never","Never","Never",4,"Education",10,"I already know sign language","Very good","Primary school",,,"[Other] Home sounds",,,,,,"To a great extent","Church, school and market","Education, employment and empowerment","Yes","No","Organizators","Neutral","Frequently",,,,,,,,,,,,,,,,,,,,,,,,
118261895,"Hausa English Sign Language","06/05/1985","WhatsApp Email Facebook Text messages","Hausa Fulani","Islam","Male","Yes","Married","Yes","Government employee","Educational Service",80000,1,5,"University (Bachelor degree)",160000,"No","Frequently","Frequently","Sometimes","Good","Infrequently","Yes",,,,,,,"[Other] I eat healthy food at time","Infrequently","Sometimes","Good","Satisfied","Satisfied","To a great extent","Satisfied","A great deal","A great deal","Frequently","A great deal","To a great extent","Satisfied","Neither satisfied nor dissatisfied","Somewhat","Very","Somewhat","Moderately","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Family members and my leader in the community","Yes","No","No","No","A few times","Never","Never",9,"Sign Language Interpreters and friends who understands sign language",12,"I already know sign language","Good","In the school",,,"[Other] I don't use any tool for hearing",,,,,,"Slightly","1. Deaf Muslims Association Center 2. Local Government Secretariat 3. School for the Deaf 4. Deaf meeting center","Sign Language Interpreters","Yes","Yes","Deaf organization in my area","Neutral","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261845,"Nigerian Sign Language.","09/20/1972","WhatsApp","Igbo","Christianity","Male","No","Married","Yes","Government employee","Teaching",130000,2,6,"University (Bachelor degree)",350000,"No","Always","Always","Always","Very Good","Sometimes","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Frequently","Neither poor nor good","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","To a great extent","Neither satisfied nor dissatisfied","Not at all","A great deal","Infrequently","A great deal","Completely","Very satisfied","Satisfied","Somewhat","Slightly","Somewhat","Moderately","Neither satisfied nor dissatisfied","Very dissatisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Police and NAPTIP","No","No","No","No","Never","Once","Never",8,"I am okay with my deafness.",15,"I already know sign language","Very good","I am Deaf myself. I learnt it in Deaf school.",,,"[Other] Nothing. There is no any device I am using for my hearing.",,,,,,"Slightly","Abuja Association of the Deaf. 2. Deaf teacher Association of Nigeria 3. Deaf Women Association of Nigeria. 4. Abuja School for the Deaf kuje. 5. Deaf Unit, Methodist Grammar School Bodija Old Students Association. 6. Redeemed Christian Church of God.","1. Transport 2. Communication 3. Empower","No","No","My children (CODA)","Satisfied","Frequently",,,,,,,,,,,,,,,,,,,,,,,,
118261807,"English","01/01/1970","WhatsApp, Email","Yoruba","Christianity","Female","No","Married","Yes","Self-employed","Trading",20000,1,6,"High school or vocational",100000,"No","Sometimes","Always","Frequently","Fair",,"Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Sometimes","Sometimes","Neither poor nor good",,"Satisfied","To a great extent","Satisfied","A great deal","A moderate amount","Frequently","A great deal","Completely","Very satisfied","Very dissatisfied","Slightly","Moderately","Slightly","Moderately","Neither satisfied nor dissatisfied","Fairly dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Police","Yes","No","No","Yes","Never","Never","Never",27,"Interpreters",45,"I already know sign language","Good","Using sign language test books and associating with Deaf community",,,"[Other] Nothing",,,,,,"Not at all","LASODA, Deaf church, South-West Deaf Festival, Wesley schools for the Deaf, Deaf associations","Communication barrier, health, timely information","No","No","Individual. Sometimes if it is government program or hearing NGOs they make payments","Unsatisfied","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261797,"English","02/02/1993","WhatsApp Email","Fulani","Islam","Male","No","Married","Yes","Government employee","Inspector 2 in National Youth Service Corps",80000,1,5,"University (Bachelor degree)",350000,"No","Sometimes","Always","Frequently","Good","Frequently","Yes",,,,,,,"Other","Sometimes","Sometimes","Good","Satisfied","Satisfied","To a great extent","Satisfied","A small amount","A great deal","Sometimes","A great deal","Completely","Satisfied","Neither satisfied nor dissatisfied","Slightly","Moderately","Somewhat","Very","Satisfied","Neither satisfied nor dissatisfied","Very satisfied","Very satisfied","Satisfied","Not cleared who to communicate at such emergencies","No","No","No","No","A few times","Never","Once",5,"No",8,"I already know sign language","Very good","Deaf school",,,"Other",,,,,,"Slightly","Special Education center Gombe.","Communication challenge Unemployment Discrimination in seeking job opportunity","Yes","No","Ourselves Deaf","Satisfied","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261779,"English","12/02/1988",,"Hausa","Islam","Male","No","Single","Yes","Government employee","Senior staff",150,1,5,"University (Master degree)",150,"Yes","Always",,"Always","Excellent",,"Yes",,,"I don't know how to cook and prepare healthy meals",,,,,"Always","Always",,"Very satisfied","Very satisfied","Completely","Very satisfied",,"An extreme amount","Never","An extreme amount","Completely","Very satisfied","Very satisfied","Completely","Extremely","Not at all","Very","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied",,"No","No","No","No","Never","Never","Never",,,,"Yes","Very good","School","Hearing Aids",,,,,,,,"Completely",,,"Yes","Yes","Government","Very Satisfied","Always",,,,,,,,,,,,,,,,,,,,,,,,
118261763,,"01/29/1982","Sign language","Hausa","Islam","Male","No","Married","Yes","Government employee","Teaching",50000,1,5,"University (Master degree)",35000,"No","Sometimes","Always","Sometimes","Good","Infrequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Sometimes","Frequently","Neither poor nor good","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","To a great extent","Satisfied","A small amount","A moderate amount","Sometimes","A great deal","To a great extent","Very satisfied","Neither satisfied nor dissatisfied","To a great extent","Very","Somewhat","Very","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Security agent","No","No","No","No","Once","Once","Never",18,"Education",19,"I already know sign language","Good","Plateau School for the Deaf(PSD) Bassa.",,,"[Other] None",,,,,,"To a great extent","BAUCHI State Agency for Persons with disabilities, Bauchi State Association of the Deaf, National Association of BAUCHI Bauchi State Disabled Students (NABASDIS). Heal your disability initiative","1.Education(Scholarship Opportunities) 2.Empowerment 3. Employment","No","Yes","Myself.Sometimes the organization that invited me pay the interpreter..","Satisfied","Sometimes",,,,,,,,,,,,,,,,,,,,,,,,
118261741,"Nigeria language","07/05/1972","Sign language","Igbo","Christianity","Female","No","Married","No","Government employee","Teacher",75,2,5,"University (Bachelor degree)",150,"No","Sometimes","Always","Sometimes","Good","Always","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Always","Very Good","Very dissatisfied","Fairly dissatisfied","Completely","Very satisfied","An extreme amount","A small amount","Sometimes","A great deal","Somewhat","Satisfied","Fairly dissatisfied","Somewhat","Moderately","Not at all","Slightly","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","My family","No","No","No","No","Once","Once","Never",12,"Hearing aids",15,"I already know sign language","Very good","Lagos state deaf school","Hearing Aids",,,,,,,,"Slightly","School","Lack of communication Lack of information lack intepreter","No","Yes","D person organized d programs workshop training","Very Unsatisfied","Never",,,,,,,,,,,,,,,,,,,,,,,,
118261726,"English language and sign language","07/17/1990","Sign language","Yoruba","Christianity","Female","No","Single","Yes","Unemployed","Unemployed",0,0,0,"College of Education",150000,"No","Always","Always","Sometimes","Very Good","Always","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Infrequently","Frequently","Very Good","Very satisfied","Satisfied","To a great extent","Very satisfied","A moderate amount","A great deal","Infrequently","An extreme amount","Completely","Very satisfied","Satisfied","To a great extent","Very","Somewhat","Moderately","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Satisfied","Satisfied","Family and friends","Yes","Yes","No","No","Never","Once","Never",6,"Money",15,"I already know sign language","Good","School","Hearing Aids",,,,,,,,"Somewhat","Ogba alaafia, Berger, ikoro, Deaf centre","Accessible","Yes","Yes","My state governor cover it.","Satisfied","Frequently",,,,,,,,,,,,,,,,,,,,,,,,
118261705,"Sign language communication","05/08/1980","Sign Language Interpreter","Igbo","Christianity","Female","No","Married","No","Private sector employee","Development work",100,1,5,"University (Bachelor degree)",0,"Yes","Infrequently","Infrequently","Never","Fair","Infrequently","Yes","I don't have the transportation to go shopping for healthy food",,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Sometimes","Sometimes","Neither poor nor good","Fairly dissatisfied","Fairly dissatisfied","Somewhat","Neither satisfied nor dissatisfied","A great deal","A small amount","Sometimes","A moderate amount","To a great extent","Satisfied","Fairly dissatisfied","Slightly","Slightly","Slightly","Moderately","Fairly dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Very satisfied","Fairly dissatisfied","Security agency","Yes","Yes","No","Yes","A few times","A few times","Never",19,,23,"I already know sign language","Very good","Deaf school and Deaf community",,,,,,,,,,"Deaf Church, Work space, Deaf Association","Communication barriers, Attitudinal challenges, Health Access","No","No","Government","Unsatisfied","Infrequently",,,,,,,,,,,,,,,,,,,,,,,,
